mot;debut;fin;page;position;texte
من;2615.380;2615.940;10;84;من
القران;2615.940;2616.920;10;85;القرآن
والسنن;2623.600;2624.640;10;86;والسنن
لم;2624.640;2625.200;10;87;لم
يكن;2625.200;2626.220;10;88;يكن
عالما;2626.220;2627.940;10;89;عالما»(2).
واقوال;2627.940;2629.940;10;90;وأقوال
اهل;2629.940;2632.720;10;91;أهل
العلم;2633.020;2633.360;10;92;العلم
في;2633.360;2633.540;10;93;في
ذلك;2633.540;2633.880;10;94;ذلك
كثيره;2633.880;2634.420;10;95;كثيرة.
وذلك;2634.420;2637.660;10;96;وذلك
ان;2637.660;2637.720;10;97;أنّ
مدار;2637.720;2642.580;10;98;مدار
الدين;2641.340;2642.600;10;99;الدينّ
كتاب;2642.600;2643.060;10;100;كتاب
اهلل;2643.060;2644.300;10;101;اهلل
تعالي;2643.280;2645.740;10;102;تعالى،
فما;2644.300;2645.040;10;103;فما
ثبت;2645.040;2645.380;10;104;ثبت
فيه;2645.380;2646.340;10;105;فيه
محكما;2645.740;2648.780;10;106;محكما
عمل;2648.940;2649.680;10;107;عمل
به;2649.680;2651.080;10;108;به،
وما;2651.080;2651.660;10;109;وما
كان;2651.660;2651.840;10;110;كان
منه;2651.840;2654.000;10;111;منه
منسوخا;2654.000;2655.560;10;112;منسوخا
لم;2655.560;2655.980;10;113;لم
يعمل;2655.980;2656.380;10;114;يعمل
به;2656.380;2656.540;10;115;به،
ولذلك;2656.540;2659.280;10;116;ولذلك
كانت;2659.560;2659.900;10;117;كانت
معرفته;2659.900;2660.480;10;118;معرفته
مهمه;2660.480;2661.180;10;119;مهمةّ
جدا;2661.180;2661.480;10;120;جدا.ّ
جامع;2661.480;2664.820;10;122;جامع
بيان;2664.820;2665.080;10;123;بيان
العلم;2665.080;2666.100;10;124;العلم
الناسخ;2672.760;2675.660;10;129;الناسخّ
والمنسوخ;2676.860;2677.340;10;130;والمنسوخ
لعبد;2677.340;2677.878;10;133;لعبد
القاهر;2677.878;2678.631;10;134;القاهر
البغدادي;2678.631;2679.600;10;135;البغدادي
هذا;2745.980;2748.900;11;37;هذا
المعني;2752.160;2753.060;11;38;المعنى.
النقل;2753.060;2753.340;11;41;النقل
والتحويل;2753.340;2753.960;11;42;والتحويل،
يقال;2753.960;2754.330;11;43;يقال:
نسخت;2754.330;2754.700;11;44;نسخت
ما;2754.700;2755.260;11;45;ما
في;2755.260;2756.500;11;46;في
الخليه;2763.700;2764.180;11;47;الخليةّ
من;2764.180;2764.480;11;48;من
العسل;2764.480;2765.060;11;49;العسل
والنحل;2765.060;2765.580;11;50;والنحل
الي;2765.580;2765.820;11;51;إلى
اخري;2765.820;2767.220;11;52;آخري،
وفي;2804.500;2804.840;11;76;وفي
الاصطلاح;2804.840;2805.880;11;77;الاصطلاح:
رفع;2805.880;2806.300;11;78;رفع
الحكم;2806.300;2806.640;11;79;الحكم
الشرعي;2806.640;2807.240;11;80;الشرعيّ
بخطاب;2807.240;2807.800;11;81;بخطاب
متراخ;2807.800;2808.460;11;82;متراخ
عنه;2808.460;2809.620;11;83;عنه.
ومعني;2823.300;2823.880;11;84;ومعنى
الرفع;2823.880;2824.220;11;85;الرفعّ
ازاله;2824.220;2824.640;11;86;إزالة
الحكم;2824.640;2824.980;11;87;الحكم
علي;2824.980;2825.280;11;88;على
وجه;2825.280;2825.680;11;89;وجه
لولاه;2825.680;2826.060;11;90;لولاه
لبقي;2826.060;2827.100;11;91;لبقي
شي;2994.460;2994.800;11;157;شيء
من;2994.800;2994.937;11;158;من
هذه;2994.937;2995.120;11;159;هذه
القيود;2995.120;2995.520;11;160;القيود
فان;2995.520;2995.920;11;161;فإنّ
حقيقه;2995.920;2996.480;11;162;حقيقة
النسخ;2996.480;2996.940;11;163;النسخ
ترتفع;2996.940;2997.620;11;164;ترتفع،
وهذه;2997.620;2998.400;11;165;وهذه
الحاله;2998.400;2999.340;11;166;الحالة:
اما;2999.340;3000.140;11;167;إماّ
تجوز;3165.580;3168.100;12;77;تجوز
قراته;3168.100;3171.000;12;78;قراءته،
ولا;3172.400;3172.520;12;79;ولا
العمل;3172.520;3172.900;12;80;العمل
به;3172.900;3176.760;12;81;به،
مثاله;3175.860;3176.620;12;82;مثاله
ما;3176.620;3177.060;12;83;ما
ثبت;3176.760;3177.700;12;84;ثبت
في;3177.060;3177.400;12;85;في
صحيح;3177.400;3178.080;12;86;صحيح
مسلم;3177.700;3178.640;12;87;مسلم
من;3178.080;3178.240;12;89;من
حديث;3178.240;3179.240;12;90;حديث
عايشه;3178.640;3179.120;12;91;عائشة
رضي;3179.120;3179.520;12;92;رضي
اهلل;3179.520;3179.660;12;93;اهلل
عنها;3179.660;3179.960;12;94;عنها
قالت;3179.960;3182.200;12;95;قالت:
كان;3182.200;3182.860;12;96;كان
فيما;3182.860;3182.960;12;97;فيما
انزل;3182.960;3183.300;12;98;أنزل
من;3183.300;3183.460;12;99;من
القران;3183.460;3186.520;12;100;القرآن:
عشر;3186.760;3187.840;12;101;«عشر
رضعات;3187.840;3188.660;12;102;رضعات
معلومات;3188.660;3189.440;12;103;معلومات
يحرمن;3189.440;3190.680;12;104;يحرمن».
والحكم;3236.940;3239.940;12;108;والحكم
اجماعا;3241.480;3244.500;12;109;إجماعا.
نسخ;3247.760;3248.480;12;112;نسخ
التلاوه;3248.480;3249.020;12;113;التلاوة
وبقا;3249.020;3249.480;12;114;وبقاء
الحكم;3249.480;3252.340;12;115;الحكم،
وذلك;3253.700;3256.940;12;116;وذلك
كنسخ;3258.900;3261.900;12;117;كنسخ
الرجم;3265.000;3266.080;12;119;الرجم،
ايه;3307.160;3307.992;12;118;آية
وهي;3307.992;3308.040;12;120;وهي:
الشيخ;3308.040;3308.460;12;122;الشيخ
والشيخه;3308.460;3309.100;12;123;والشيخة
اذا;3309.100;3309.540;12;124;إذا
زنيا;3309.540;3310.080;12;125;زنيا
فارجموهما;3310.080;3311.220;12;126;فارجموهما
البته;3311.220;3312.360;12;127;البتة
التلاوه;3368.660;3371.100;13;5;التلاوة،
وهذا;3371.100;3371.400;13;6;وهذا
القسم;3371.400;3371.760;13;7;القسم
هو;3371.760;3377.300;13;8;هو
غالب;3377.300;3378.320;13;9;غالب
ما;3378.320;3378.540;13;10;ما
في;3378.540;3378.700;13;11;في
القران;3378.700;3379.820;13;12;القرآن
من;3381.600;3382.240;13;13;من
المنسوخ;3382.240;3383.340;13;14;المنسوخ،
وهو;3413.560;3414.200;13;15;وهو
الذي;3414.200;3414.440;13;16;الذي
وضعت;3414.440;3414.860;13;17;وضعت
فيه;3414.860;3415.220;13;18;فيه
الكتب;3415.220;3415.620;13;19;الكتب
المولفه;3415.620;3419.500;13;20;المؤلفة.
وقد;3421.540;3422.720;13;22;وقد
افرد;3422.720;3423.320;13;23;أفرد
الناسخ;3423.320;3423.620;13;24;الناسخّ
والمنسوخ;3423.620;3424.520;13;25;والمنسوخ
بالتصنيف;3424.520;3425.400;13;26;بالتصنيف
كثير;3425.400;3425.840;13;27;كثير
من;3425.840;3426.020;13;28;من
اهل;3426.020;3426.080;13;29;أهل
العلم;3426.080;3427.180;13;30;العلم،
ولكن;3435.780;3436.180;13;31;ولكن
غلا;3436.180;3436.420;13;32;غلا
بعضهم;3436.420;3436.960;13;33;بعضهم
فيه;3436.960;3439.680;13;34;فيه،
فادخل;3441.380;3441.900;13;35;فأدخل
في;3441.900;3442.040;13;36;في
النسخ;3442.040;3443.820;13;37;النسخّ
ما;3443.820;3444.280;13;38;ما
ليس;3444.280;3444.600;13;39;ليس
منه;3444.600;3445.520;13;40;منه
اعتبار;3528.580;3529.140;13;51;اعتبار
التخصيص;3529.140;3529.700;13;52;التخصيص
نسخا;3529.700;3531.380;13;53;نسخا.
اعتبار;3531.380;3532.600;13;55;اعتبار
البيان;3532.600;3533.020;13;56;البيان
نسخا;3533.020;3533.180;13;57;نسخا.
اعتبار;3533.180;3534.440;13;59;اعتبار
من;3682.680;3683.600;13;100;من
ايات;3683.600;3684.440;13;101;آيات
القران;3684.440;3686.720;13;102;القرآن
في;3686.720;3686.840;13;103;في
اثنتين;3686.840;3687.340;13;104;اثنتين
وعشرين;3687.340;3689.740;13;105;وعشرين
ونظمها;3695.800;3697.220;13;116;ونظمها
في;3697.220;3697.400;13;117;في
ابيات;3697.400;3697.780;13;118;أبيات
ذكرها;3697.780;3698.460;13;119;ذكرها
فيكتابه;3698.460;3698.920;13;120;فيكتابه
الشهير;3698.920;3699.380;13;121;الشهير
الاتقان;3699.380;3700.660;13;122;«الإتقان
