mot;debut;fin;page;position;texte
كل;1646.500;1647.960;2;96;كلّّ
فيها;1647.960;1649.040;2;98;فيها
الايضاح;1697.940;1698.220;2;148;الإيضاح
لناسخ;1698.220;1698.940;2;149;لناسخ
لمناع;1698.220;1698.940;2;162;لمناعّ
القران;1698.940;1699.620;2;150;القرآن
القطان;1698.940;1699.240;2;163;القطان،
ومناهل;1699.240;1700.220;2;164;ومناهل
ومنسوخه;1699.620;1701.880;2;151;ومنسوخه
العرفان;1700.220;1701.440;2;165;العرفان
والبرهان;1701.880;1702.980;2;153;والبرهان
والاتقان;1702.980;1705.660;2;155;والإتقان
ومباحث;1705.660;1706.400;2;157;ومباحث
في;1706.400;1706.560;2;158;في
علوم;1706.560;1706.860;2;159;علوم
القران;1706.860;1708.440;2;160;القرآن
للزرقاني;1717.740;1719.780;2;167;للزرقاني،
والمكي;1719.780;1720.400;2;168;والمكيّ
والمدني;1720.400;1721.120;2;169;والمدنيّ
للدكتور;1721.120;1722.180;2;172;للدكتور
عبد;1722.180;1723.460;2;173;عبد
فوايد;1780.240;1780.760;3;0;فوائد
معرفه;1780.760;1781.280;3;1;معرفة
المكي;1781.280;1781.740;3;2;المكيّّ
والمدني;1781.740;1783.020;3;3;والمدنيّ
تترتب;1789.000;1790.320;3;4;تترتبّّّّّّّّّّّّّّّ
علي;1790.320;1790.480;3;5;على
معرفه;1790.480;1791.040;3;6;معرفةّّ
المكي;1791.040;1791.500;3;7;المكيّ
والمدني;1791.500;1792.440;3;8;والمدنيّ
فوايد;1792.440;1793.100;3;9;فوائدّ
عظيمه;1793.100;1796.120;3;10;عظيمة،ّ
منها;1797.060;1797.960;3;11;منها:
معرفه;1803.780;1804.520;3;14;معرفةّ
الناسخ;1804.520;1805.140;3;15;الناسخّ
والمنسوخ;1805.140;1808.160;3;16;والمنسوخ؛ّ
لان;1811.640;1812.260;3;17;لأنّ
المتاخر;1812.260;1812.920;3;18;المتأخر
ينسخ;1812.920;1813.420;3;19;ينسخّ
المتقدم;1813.420;1814.740;3;20;المتقدم.ّّ
الاستعانه;1840.020;1841.300;3;23;الاستعانةّ
به;1841.300;1841.540;3;24;بهّ
في;1841.540;1841.680;3;25;فيّ
تفسير;1841.680;1842.160;3;26;تفسيرّ
القران;1842.160;1842.540;3;27;القرآنّ
الكريم;1842.540;1843.480;3;28;الكريم؛
لان;1852.280;1853.060;3;29;لأنّّ
معرفه;1853.060;1853.740;3;30;معرفةّ
مكان;1853.740;1854.200;3;31;مكانّ
وتاريخ;1854.200;1854.980;3;32;وتاريخ
النزول;1854.980;1857.980;3;33;النزولّّ
تعين;1859.220;1860.260;3;34;تعينّ
الوقوف;1886.680;1887.560;3;42;الوقوفّ
علي;1887.560;1887.800;3;43;علىّ
المراحل;1887.800;1888.320;3;44;المراحلّ
التاريخيه;1888.320;1889.100;3;45;التاريخيةّ
للتشريع;1889.100;1892.240;3;46;للتشريعّ
الاسلامي;1893.400;1894.800;3;47;الإسلامي.ّ
علي;2122.420;2122.520;3;54;علىّ
اسلوب;2122.520;2122.588;3;55;أسلوبّ
الخطاب;2122.588;2122.666;3;56;الخطابّ
في;2122.666;2122.700;3;57;فيّ
المكي;2122.700;2123.040;3;58;المكيّ
والمدني;2123.040;2125.880;3;59;والمدني.ّ
بيان;2125.880;2126.580;3;62;بيانّ
عنايه;2126.580;2127.060;3;63;عنايةّ
المسلمين;2127.060;2127.660;3;64;المسلمينّ
بالقران;2127.660;2128.140;3;65;بالقرآنّ
الكريم;2128.140;2128.740;3;66;الكريمّ
واهتمامهم;2128.740;2129.180;3;67;واهتمامهمّ
به;2129.180;2129.600;3;68;به،ّ
حيث;2129.600;2132.440;3;69;حيثّ
تتبعوا;2132.540;2133.860;3;70;تتبعواّ
المكي;2199.280;2199.680;2;1;المكيّ
والمدني;2199.680;2200.620;2;2;والمدنيّ
استقرا;2200.620;2201.280;2;3;استقرأّّ
العلما;2201.280;2202.320;2;4;العلماءّ
المكيه;2202.320;2202.760;2;6;المكية،ّ
المدنيه;2202.760;2204.080;2;8;المدنية،ّ
ما;2213.060;2213.200;3;86;ما
نزل;2213.200;2213.600;3;87;نزل
قبل;2213.600;2213.980;3;88;قبل
الهجره;2213.980;2214.540;3;89;الهجرة،
ولو;2214.540;2214.960;3;90;ولو
نزل;2214.960;2215.340;3;91;نزل
بغير;2215.340;2215.760;3;92;بغير
مكه;2215.760;2216.649;3;93;مكة،
نزل;2216.649;2216.700;3;99;نزل
بمكه;2216.700;2217.720;3;100;بمكةّ
وان;2243.080;2243.580;3;98;وإن
وضواحيها;2309.280;2312.260;3;101;وضواحيها.
بمكه;2313.320;2314.500;3;107;بمكة،ّ
وعلي;2346.500;2347.460;3;115;وعلى
هذا;2347.460;2349.580;3;116;هذا
تثبت;2349.580;2350.180;3;117;تثبت
الواسطه;2350.180;2351.360;3;118;الواسطة،
فما;2358.400;2358.720;3;119;فما
نزل;2358.720;2359.080;3;120;نزل
بالاسفار;2359.080;2361.980;3;121;بالأسفار
لا;2361.980;2362.500;3;122;لا
يطلق;2362.500;2363.140;3;123;يطلق
عليه;2363.140;2363.400;3;124;عليه
مكي;2363.400;2363.840;3;125;مكيّّ
ولا;2363.840;2365.420;3;126;ولا
مدن;2365.420;2366.480;3;127;مدن.ّ
المكي;2375.220;2378.460;3;130;المكيّّ
ما;2379.440;2379.620;3;131;ما
وقع;2379.620;2379.960;3;132;وقع
خطابا;2379.960;2380.560;3;133;خطابا
لاهل;2380.560;2380.880;3;134;لأهل
مكه;2380.880;2384.220;3;135;مكة،ّ
والمدن;2386.320;2387.420;3;136;والمدنّ
ما;2387.420;2387.640;3;137;ما
وقع;2387.640;2388.040;3;138;وقع
خطابا;2388.040;2388.640;3;139;خطابا
لاهل;2388.640;2388.980;3;140;لأهل
المدينه;2388.980;2390.380;3;141;المدينة(2).
وقول;2457.120;2459.500;3;145;وقول
الجمهور;2459.500;2460.360;3;146;الجمهور،
لانه;2460.360;2461.100;3;147;لأنهّ
حاصر;2461.100;2462.240;3;148;حاصر
تنتفي;2471.400;2472.260;3;150;تنتفي
بمقتضاه;2472.260;2473.080;3;151;بمقتضاه
الواسطه;2473.080;2474.220;3;152;الواسطة،
وقد;2479.840;2480.680;3;153;وقد
نقل;2480.680;2480.920;3;154;نقل
الحافظ;2480.920;2481.460;3;155;الحافظ
الاتفاق;2481.460;2482.100;3;156;الاتفاقّ
عليه;2482.100;2483.220;3;157;عليه
مناهل;2483.220;2484.280;3;160;مناهل
والمدن;2537.460;2537.940;3;94;والمدنّ
ما;2537.940;2538.120;3;95;ما
نزل;2538.120;2538.460;3;96;نزل
بعدها;2538.460;2539.900;3;97;بعدها،
المكي;2539.900;2541.000;3;104;المكيّّ
ما;2554.740;2555.380;3;105;ما
نزل;2555.380;2555.848;3;106;نزل
ولو;2555.848;2555.934;3;108;ولو
بعد;2555.934;2556.020;3;109;بعد
الهجره;2556.020;2556.500;3;110;الهجرة،
والمدن;2556.500;2558.260;3;111;والمدنّ
ما;2558.260;2558.480;3;112;ما
نزل;2558.480;2559.480;3;113;نزل
قال;3447.580;3448.000;4;257;قال
تعالي;3448.000;3448.060;4;258;تعالى
فيها;3448.060;3449.060;4;259;فيها:
ولقد;3449.060;3449.580;4;260;﴿ولقدَََۡ
اتينك;3449.580;3450.260;4;261;ءاتينكَََََٰۡ
سبعا;3450.260;3451.120;4;262;سبعاَۡٗ
من;3451.120;3451.260;4;263;منَِّّ
المثاني;3451.260;3452.840;4;264;ٱلمثانيََِّۡ
الايه;3452.840;3453.640;4;266;الآية:
ان;3799.160;3799.440;4;285;أنّ
فرض;3799.440;3801.580;4;286;فرض
الصلاه;3801.580;3802.060;4;287;الصلاة
كان;3802.060;3802.300;4;288;كان
بمكه;3802.300;3803.320;4;289;بمكةّ
بلا;3803.320;3804.156;4;290;بلا
خلاف;3804.156;3807.700;4;291;خلاف،
ولم;3810.980;3811.560;4;292;ولم
يحفظ;3811.560;3811.920;4;293;يحفظ
انه;3811.920;3812.320;4;294;أنهّ
كان;3812.320;3812.560;4;295;كان
في;3812.560;3812.780;4;296;في
الاسلام;3812.780;3813.540;4;297;الإسلام
صلاه;3813.540;3814.060;4;298;صلاة
بغير;3814.060;3814.460;4;299;بغير
الفاتحه;3814.460;3814.534;4;300;الفاتحة.
انظر;3814.534;3814.580;4;301;انظر:
الحمرر;3814.580;3815.760;4;302;الحمررّ
سوره;4633.520;4635.100;5;311;سورة
واحده;4635.100;4636.080;5;312;واحدة،
النصر;4636.060;4636.920;5;309;النصر
والفتح;4636.920;4639.340;5;310;والفتح
وهي;4639.340;4639.820;5;313;وهي
سوره;4639.820;4640.560;5;314;سورة
النصر;4640.560;4641.600;5;315;النصر.
هي;4695.440;4697.220;5;285;هي
الجمعه;4697.220;4697.290;5;287;الجمعة
حذفت;4697.290;4697.940;5;288;حذفت
سوره;4736.420;4736.960;5;276;سورة
الممتحنه;4736.960;4737.055;5;277;الممتحنة.
هي;4737.055;4737.087;5;279;هي
سوره;4737.087;4737.140;5;280;سورة
المنافقين;4737.140;4738.300;5;281;المنافقين.
سوره;4738.300;4739.120;5;283;سورة
الجمع;4739.120;4739.680;5;284;الجمع
سوره;4739.680;4741.180;5;286;سورة
التا;4741.180;4741.660;5;289;التاء
لضروره;4741.660;4742.800;5;290;لضرورة
