mot;debut;fin;page;position;texte
ايه;1769.440;1769.980;15;62;آية
وعلي;1769.980;1770.980;15;63;وعلى
الذين;1770.980;1771.620;15;64;الذين
يطيقونه;1771.620;1772.820;15;65;يطيقونه
فديه;1739.980;1740.240;15;66;فدية
طعا;1740.240;1740.300;15;67;طعا
مسك;1740.300;1740.360;15;68;مسك
الايه;1740.360;1741.480;15;70;الآية
فمن;1536.460;1536.760;15;75;فمن
هد;1536.760;1537.200;15;76;هد
منكم;1537.200;1537.540;15;77;منكم
الشهر;1537.540;1538.160;15;78;الشهر
فليصمه;1538.160;1538.480;15;79;فليصمه
البقره;1538.480;1541.500;15;81;البقرة.
وقيل;1763.360;1763.900;15;82;وقيل:
محكمه;1763.900;1764.420;15;83;محكمة
و;1543.020;1544.260;15;84;و
لا;1764.420;1764.660;15;85;(لا)
مقدره;1764.660;1767.100;15;86;مقدرةّ
يعني;1767.100;1767.400;15;87;يعني:
وعلي;1767.400;1767.460;15;88;وعلى
الذين;1767.460;1768.800;15;89;الذين
والكيفيه;2162.920;2164.180;15;151;والكيفية.ّ
قال;2164.180;2164.600;15;152;قال
الحافظ;2164.600;2164.824;15;153;الحافظ
في;2164.824;2164.920;15;154;في
الفتح;2164.920;2165.112;15;155;الفتح(8/871):
وهو;2165.112;2165.240;15;156;وهو
قول;2165.240;2165.500;15;157;قول
الجمهور;2165.500;2166.240;15;158;الجمهور.
وقال;2166.240;2167.280;15;159;وقال
ان;2075.920;2076.160;15;191;أنّ
قوله;2076.160;2076.540;15;192;قوله
تعالي;2076.540;2077.280;15;193;تعالى:
كتب;1180.560;1180.620;15;195;كتبَِّ
عليكم;1180.620;1181.000;15;196;عليكمََۡ
الصيامكماكتب;1181.000;1181.420;15;197;ٱلصيامكماكتبََََِِّّّ
علي;1181.420;1182.340;15;198;علىََ
الذين;2077.280;2077.600;15;199;ٱلذينََِّّ
من;2077.600;2078.340;15;200;منِّ
قبلكم;1182.340;1182.900;15;201;قبلكمَِّۡۡ
لا;1182.900;1182.947;15;203;لا
يدل;1182.947;1183.010;15;204;يدلّ
علي;1183.010;1183.072;15;205;على
عدد;1183.072;1183.135;15;206;عدد،
ولا;1183.135;1183.197;15;207;ولا
صفه;1183.197;1183.260;15;208;صفة،
ولا;1183.260;1184.800;15;209;ولا
وعلي;1615.920;1616.160;15;270;وعلى
الذين;1616.160;1616.780;15;271;الذينّ
يطيقونه;1616.780;1618.440;15;272;يطيقونه
وحق;1775.140;1775.680;16;1;وحق
تقواه;1775.680;1776.340;16;2;تقواه
فيما;1776.340;1776.920;16;3;فيما
صح;1776.920;1777.260;16;4;صح
من;1777.260;1777.520;16;5;من
اثر;1777.520;1778.740;16;6;أثر
وفي;1778.740;1779.220;16;7;وفي
الحرا;1779.220;1779.720;16;8;الحرا
قتال;1779.720;1780.280;16;9;قتال
للاوليكفروا;1780.280;1780.392;16;10;للأولىكفروا
قوله;1780.392;1780.439;16;11;قوله:
وحق;1780.439;1780.477;16;13;وحق
تقواه;1780.477;1780.533;16;14;تقواه)
يشير;1780.533;1780.580;16;15;يشير
الي;1780.580;1781.560;16;16;إلى
اتقوا;1795.820;1796.900;16;24;اتقوا
حق;1796.900;1797.220;16;25;حق
تقاته;1797.220;1798.320;16;26;تقاته
الايه;1798.320;1799.340;16;27;الآية
ال;1799.340;1799.561;16;29;آل
عمران;1799.561;1800.004;16;30;عمران
منسوخه;1800.004;1800.520;16;31;منسوخة
بقوله;1800.520;1801.960;16;32;بقوله
ان;2143.440;2143.720;16;52;أنّ
قوله;2143.720;2144.120;16;53;قوله
تعالي;2144.120;2144.560;16;54;تعالى:
يسنلونك;2144.560;2145.200;16;55;يسنلونك
عن;2145.200;2145.380;16;56;عن
الشهر;2145.380;2145.740;16;57;الشهر
الحرا;2145.740;2146.280;16;58;الحرا
قتال;2146.280;2146.740;16;59;قتال
فيه;2146.740;2147.140;16;60;فيه
الايه;2147.140;2148.520;16;62;الآية
منسوخان;2160.880;2161.320;16;74;منسوخان
بقوله;2161.320;2161.660;16;75;بقوله
تعالي;2161.660;2162.420;16;76;تعالى:
وقاتلوا;2162.420;2162.920;16;77;وقاتلوا
المشرك;2162.920;2163.600;16;78;المشرك
كافه;2163.600;2164.780;16;79;كافة
انا;1843.780;1844.500;16;144;أناّّ
منسوخه;1844.500;1844.566;16;145;منسوخة
بقوله;1844.566;1844.623;16;146;بقوله
تعالي;1844.623;1844.680;16;147;تعالى:
فاتقوا;1844.680;1845.480;16;149;فاتقواّ
اهلل;1845.480;1845.640;16;150;اهلل
ما;1845.640;1845.780;16;151;ماَ
استطعتم;1845.780;1846.460;16;152;ٱستطعتمََۡۡۡ
والثاني;1846.460;1847.153;16;154;والثانيّ
وهو;1847.153;1847.500;16;155;وهو
الصحيح;1847.500;1848.560;16;156;الصحيحّ
اهلل;2019.620;2019.760;16;193;اهلل
تعاليلا;2019.760;2019.820;16;194;تعالى﴿لاَ
يكلف;2019.820;2020.260;16;195;يكلفَِّّ
الل;2020.260;2020.480;16;196;ٱللَّّ
نفسا;2020.480;2020.960;16;197;نفساًَۡ
الا;2020.960;2021.020;16;198;إلاَِّّ
وسعها;2021.020;2022.020;16;199;وسعهاََۡ
وقال;2022.020;2022.080;16;201;وقال
تعالي;2022.080;2022.860;16;202;تعالى:
وما;2022.860;2023.060;16;204;وماََ
جعل;2023.060;2023.400;16;205;جعلَََ
عليكم;2023.400;2023.800;16;206;عليكمََۡۡ
في;2023.800;2023.980;16;207;فيِّ
الدين;2023.980;2024.240;16;208;ٱلدينِِّّّ
من;2024.240;2024.400;16;209;منِّۡ
حرج;2024.400;2025.520;16;210;حرجََ
واهلل;1954.680;1954.740;16;212;واهلل
اعلم;2025.520;2025.820;16;213;أعلم.
الايه;2025.820;2026.120;16;215;الآية
الاولي;2026.120;2026.198;16;216;الأولى
تفيد;2026.198;2026.253;16;217;تفيد
حرمه;2026.253;2026.309;16;218;حرمة
القتال;2026.309;2026.780;16;219;القتال
في;2096.740;2096.920;16;220;في
الشهر;2096.920;2097.200;16;221;الشهرّ
الحرام;2097.200;2097.700;16;222;الحرام،
ومثلها;2026.780;2027.920;16;223;ومثلها
قوله;2097.700;2098.620;16;224;قوله
تعالي;2098.620;2099.440;16;225;تعالى:
لا;2175.400;2175.620;16;227;لاَ
تحلوا;2175.620;2176.040;16;228;تحلواُِّّْ
شعاير;2176.040;2176.640;16;229;شعائر
الل;2176.640;2176.880;16;230;ٱللَِّّّ
ولا;2176.880;2177.180;16;231;ولاََ
الشهر;2177.180;2177.560;16;232;ٱلشهرََّۡ
الحرام;2177.560;2178.140;16;233;ٱلحرامَََۡ
والثانيه;2178.140;2179.340;16;235;والثانية
والعموم;2197.140;2198.100;16;241;والعموم
في;2198.100;2198.280;16;242;في
الاشخاص;2198.280;2198.900;16;243;الأشخاص
يستلزم;2198.900;2200.300;16;244;يستلزم
عموم;2200.300;2201.240;16;245;عموم
الازمنه;2201.240;2201.660;16;246;الأزمنة.
وقيل;2201.660;2202.580;16;247;وقيل:
بنسخ;2256.960;2259.360;16;265;بنسخ
الايه;2259.360;2261.080;16;266;الآية
هو;2261.080;2261.620;16;267;هو
قول;2261.620;2262.100;16;268;قول
الجمهور;2262.100;2264.220;16;269;الجمهور
والايمه;2264.220;2264.700;16;270;والأئمة
الاربعه;2264.700;2264.776;16;271;الأربعة.
وذهب;2264.776;2264.823;16;272;وذهب
بعضهم;2264.823;2264.880;16;273;بعضهم
الي;2264.880;2265.580;16;274;إلى
ان;2265.580;2266.140;16;275;أنّ
الايه;2266.140;2269.200;16;276;الآية
محكمه;2269.600;2272.740;16;277;محكمة،
وانه;2275.640;2278.220;16;278;وأنهّ
لا;2278.220;2280.940;16;279;لا
يجوز;2280.940;2283.960;16;280;يجوز
ابتدا;2284.700;2285.940;16;281;ابتداء
القتال;2285.940;2286.420;16;282;القتال
في;2286.420;2286.480;16;283;في
الشهر;2286.480;2289.260;16;284;الشهرّ
الحرام;2290.820;2290.940;16;285;الحرام،
وهو;2290.940;2291.740;16;286;وهو
قول;2291.740;2291.860;16;287;قول
عطا;2291.860;2292.340;16;288;عطاء،
وكان;2292.340;2292.660;16;289;وكان
يحلف;2292.660;2292.817;16;290;يحلف
به;2292.817;2292.911;16;291;به،
ورجحه;2292.911;2293.100;16;292;ورجحهّ
ابن;2293.100;2295.260;16;293;ابن
القيم;2295.260;2297.540;16;294;القيمّ
في;2297.540;2300.180;16;295;في
زاد;2301.560;2304.600;16;296;زاد
المعاد;2307.320;2310.200;16;297;المعاد(3/143).
تنبيه;2313.480;2314.360;16;298;تنبيه:
لا;2314.360;2315.400;16;299;لا
القتال;2337.020;2337.420;16;303;القتال
في;2337.420;2340.520;16;304;في
الشهر;2340.520;2340.780;16;305;الشهر
الحرام;2340.780;2343.320;16;306;الحرام
اذا;2343.320;2346.180;16;307;إذا
بدا;2347.700;2347.980;16;308;بدأ
العدو;2347.980;2348.580;16;309;العدو،
وانما;2348.580;2349.200;16;310;وإنماّ
الخلاف;2349.200;2351.960;16;311;الخلاف
ان;2351.960;2354.800;16;312;أن
يقاتل;2357.920;2358.240;16;313;يقاتل
فيه;2358.240;2358.860;16;314;فيه
ابتدا;2358.860;2361.540;16;315;ابتداء.
والاعتداد;2360.220;2360.980;17;1;والاعتداد
بحول;2360.980;2361.580;17;2;بحول
مع;2361.580;2364.140;17;3;مع
وصيتها;2361.580;2362.800;17;4;وصيتهاّ
وان;2362.800;2363.260;17;5;وأن
يدان;2363.260;2363.620;17;6;يدان
حديث;2363.620;2364.140;17;7;حديث
النفث;2364.140;2365.220;17;8;النفث
والفكر;2366.120;2368.740;17;9;والفكر.
قوله;2368.740;2370.420;17;10;قوله:
والاعتداد;2370.420;2372.980;17;12;والاعتداد
بحول;2372.980;2375.660;17;13;بحول
مع;2375.660;2376.320;17;14;مع
وصيتها;2376.320;2379.140;17;15;وصيتها)ّ
يعني;2379.140;2379.980;17;16;يعني
ان;2418.200;2419.100;17;17;أنّ
قوله;2388.700;2389.540;17;18;قوله
تعالي;2389.540;2392.100;17;19;تعالى:
والذين;2419.100;2419.660;17;20;والذين
يتوفون;2419.660;2420.420;17;21;يتوفون
منكم;2420.420;2420.780;17;22;منكم
يذرون;2420.780;2421.560;17;23;يذرون
ازواجا;2421.560;2423.080;17;24;أزواجا
وصيه;2393.660;2394.320;17;25;وصية
لازواجهم;2394.320;2395.400;17;26;لأزواجهم
وان;2735.580;2735.760;17;47;(وأن
يدان;2735.760;2736.200;17;48;يدان
حديث;2736.200;2736.600;17;49;حديث
النفث;2736.600;2737.060;17;50;النفث
والفكر;2737.060;2738.120;17;51;والفكر
يشير;2738.120;2738.900;17;53;يشير
الي;2738.900;2739.240;17;54;إلى
ان;2739.240;2739.285;17;55;أنّ
قوله;2739.285;2739.360;17;56;قوله
تعالي;2739.360;2739.760;17;57;تعالى:
وان;2739.760;2739.840;17;58;وإن
تبدوا;2739.840;2739.960;17;59;تبدوا
ما;2739.960;2740.740;17;60;ما
